trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.02, 'e': 0.025222974835227212}",25,18,13.565024925762033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.02, 'e': 0.024723526470339388}",20,8,24.14295204025916,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.02, 'e': 0.024233967845691113}",25,8,28.413640215853246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.02, 'e': 0.023754103131304997}",30,17,25.45993581179529,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.02, 'e': 0.023283740374897}",30,12,30.57858712482161,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.02, 'e': 0.02282269142509297}",20,6,23.96577147980473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.02, 'e': 0.02237077185616559}",30,13,36.77963904689342,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.02, 'e': 0.02192780089426161}",35,15,32.63401282902761,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.02, 'e': 0.021493601345089923}",25,5,40.70500881847645,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.02, 'e': 0.021067999523041434}",35,17,35.929970941896826,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.02, 'e': 0.020650825181712566}",30,8,43.74880461714436,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.02, 'e': 0.02024191144580439}",20,0,24.299795682438518,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.02, 'e': 0.019841094744370288}",25,9,19.67976174818391,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.02, 'e': 0.01944821474538539}",25,13,7.7175558191987905,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.02, 'e': 0.019063114291611637}",20,3,24.9094389986369,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.02, 'e': 0.018685639337732773}",30,16,24.89207014319447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.02, 'e': 0.01831563888873418}",30,12,29.038308121870532,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.02, 'e': 0.01795296493950285}",25,10,24.353790906572325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.02, 'e': 0.017597472415623393}",30,18,24.51200626211572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.02, 'e': 0.017249019115346265}",25,14,19.40748738248343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.02, 'e': 0.01690746565270528}",25,13,24.386605524360743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.02, 'e': 0.016572675401761255}",25,11,26.86951154783457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.02, 'e': 0.01624451444194987}",30,17,30.72329826734409,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.02, 'e': 0.015922851504511698}",25,7,9.796456515211203,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
208,False,"{'a': 0.02, 'e': 0.01560755791998283}",25,16,18.40211711373374,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.02, 'e': 0.015298507566725518}",20,13,12.400720292855716,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.02, 'e': 0.014995576820477703}",30,16,29.10478900645856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.02, 'e': 0.014698644504901784}",20,11,17.560255939625222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.02, 'e': 0.01440759184311235}",30,15,28.989228997213317,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.02, 'e': 0.014122302410163962}",30,13,33.21275678492679,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.02, 'e': 0.013842662086479501}",25,14,11.680291774774133,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.02, 'e': 0.013568559012200934}",25,11,25.28532953679581,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.02, 'e': 0.013299883542443767}",25,4,36.04526817197275,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.02, 'e': 0.013036528203437736}",25,12,24.616259284966528,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.02, 'e': 0.01277838764953576}",30,13,29.539104919604092,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.02, 'e': 0.012525358621074385}",20,8,25.78085167068752,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.02, 'e': 0.012277339903068436}",25,11,23.65429896776154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.02, 'e': 0.012034232284723775}",30,21,16.265670646025097,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.02, 'e': 0.011795938519751562}",20,15,9.499215690995186,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.02, 'e': 0.011562363287468536}",30,12,31.371546953938804,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.02, 'e': 0.011333413154667387}",25,12,23.37944940200223,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.02, 'e': 0.011108996538242306}",20,14,12.929704031722437,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.02, 'e': 0.01088902366855444}",20,4,24.881562503908334,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.02, 'e': 0.010673406553522925}",25,7,29.97540395800765,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.02, 'e': 0.010462058943426795}",30,22,14.903588926826279,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.02, 'e': 0.010254896296404022}",25,15,23.334095179365498,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.02, 'e': 0.010051835744633576}",25,8,29.134260836768206,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.02, 'e': 0.009852796061187257}",20,14,9.63918642012951,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,8,22.557148267723477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",35,18,29.72215189044254,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,0,34.60485894328248,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,16,6.398664629475052,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,8,31.57767116879299,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,14,26.13550509365691,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,6,23.708853184574295,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,20,10.080719137546529,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,10,20.024887708294603,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,10,27.741668087515194,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,16,8.237895413107058,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,21,17.2960484743956,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,8,18.624275840233185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,15,31.69301186294439,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,5,27.85974195916308,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,3,28.82053233691828,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,6,24.996735290651518,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,6,30.94423503255738,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,8,20.650377752122434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,11,23.819668004021906,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
